StudentStressSurvey_Id,Textbooks And Course,"Online Resources (eg Educational Websites, Ebooks)",Video lectures or tutorials,Audio recording and wildcard,Library Resources,Hostel Doom Room,School Libarary,Study Hall Common Areas,Cafes,"Outdoor (Parks, Campus Ground)",Desktop,Laptop,Tablets,Smartphone,Traditional Notes,How Often Do You Take Breaks During A Typical Study Session,What Are Your Primary Methods For Retaining Information,How Do You Assess Your Understanding And Retention Of Study Materials,What Challenges Do You Face Most Often When Studying,On Average How Many Hours Do You Spend Studying Each Day,Are You Involved In Any Extracurricular Activities,Which Types Of Extracurricular Activities Are You InvolvedI n,How Would You Rate Your Overall Health Currently,How Would You Rate Your Stress Level During This Academic Term,To What Extent Do You Believe Stress Affects Your Physical Health,Indicate How Much Academic Workload Contribute to stress,How Pressure To Perform Well In Exams Significantly Impacts My Stress Levels,How Time Constraints Significantly Increase My Stress Levels During Examinations,Lack Of SleepIs A Frequent Issue For Me During Exam Periods,My Eating Habits Worsen During Exam Periods,How Frequently Do You Experience Health Issues Such As Headaches Or Other Minor Ailments,When You Experience These Health Issues How Do They Affect Your Ability To Study,What Measures Do You Take To Manage Minor Ailments Like Headaches When Studying,How Would You Describe The Quality Of Your Sleep On Most Nights,On Average How Many Hours Of Sleep Do You Get On A Typical Night During The School Week,Do You Believe That Your Diet Affects Your Academic Performance,How Would You Rate Your Overall Diet In Terms Of Nutritional Balance,If You Were To Use An Examination Routine Manager How Many Courses Would You Want It To Handle Concurrently
90,1,3,2,3,3,4,2,1,2,2,4,2,3,2,4,Every two hours,Summarizing topics in my own words,Writing summaries or essays,Lack of motivation,1-3 hours,Yes (Go to 2.10),"Music or Arts, Volunteer work",Very High,Moderate,High,Quite a bit,Extremely,Quite a bit,Quite a bit,Quite a bit,Very frequently,Severely affects my studying,Take medication,Very good - I sleep soundly and wake up feeling refreshed.,5-7 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses
89,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Every two hours,Teaching the material to someone else,Writing summaries or essays,Lack of motivation,4-6 hours,Yes (Go to 2.10),Volunteer work,,,,,Moderately,,,,Rarely,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses
88,2,1,2,3,3,2,3,3,2,3,1,2,2,2,4,Every two hours,Creating and reviewing flashcards,Applying concepts to practical problems or case studies,"Distractions (e.g., social media, noise)",4-6 hours,No (Go to 3),,High,Moderate,High,Quite a bit,Extremely,Quite a bit,Moderately,Quite a bit,Very frequently,Severely affects my studying,Take a break/rest,"Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses
87,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Every 30 minutes,Re-reading notes and textbooks,Taking practice tests or quizzes,Procrastination,Less than 1 hour,Yes (Go to 2.10),Sports,Very High,,,,,,,,Very frequently,Severely affects my studying,Take medication,Very good - I sleep soundly and wake up feeling refreshed.,7-9 hours,Significantly - A good diet boosts my academic performance.,Very nutritious - My diet is well balanced and includes a variety of foods.,1-2 courses
86,1,2,2,1,2,1,2,2,2,1,2,2,1,3,2,Every two hours,Summarizing topics in my own words,Applying concepts to practical problems or case studies,"Lack of motivation, Time management",1-3 hours,Yes (Go to 2.10),Music or Arts,Very High,High,High,Quite a bit,Moderately,Moderately,Extremely,Quite a bit,Occasionally,Severely affects my studying,Take a break/rest,"Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,More than 6 courses
85,4,2,2,2,3,3,2,1,3,3,3,2,2,2,1,Every two hours,Summarizing topics in my own words,Writing summaries or essays,"Distractions (e.g., social media, noise)",4-6 hours,Yes (Go to 2.10),Music or Arts,,,,Quite a bit,,,,,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",5-7 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses
84,1,2,2,1,3,1,1,3,3,3,1,2,2,2,4,Every hour,Summarizing topics in my own words,Writing summaries or essays,Lack of motivation,4-6 hours,No (Go to 3),,High,High,Moderate,Quite a bit,Extremely,Quite a bit,Moderately,Quite a bit,Never,Does not affect my studying,Continue studying without taking any measures,"Good - I sleep well enough, but occasionally wake up feeling tired.",7-9 hours,Significantly - A good diet boosts my academic performance.,Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses
83,3,2,1,4,3,3,3,3,3,3,2,1,3,3,0,Every two hours,Creating and reviewing flashcards,Writing summaries or essays,Difficulty understanding the material,1-3 hours,No (Go to 3),Other (Please specify),,Low,,,,,,,Very frequently,Moderately affects my studying,Take medication,Very good - I sleep soundly and wake up feeling refreshed.,More than 9 hours,I am not sure.,Somewhat nutritious - My diet lacks balance and variety.,
82,1,3,2,3,2,1,2,2,3,4,1,2,1,2,2,Every 30 minutes,Re-reading notes and textbooks,Discussing topics with peers or instructors,"Distractions (e.g., social media, noise)",1-3 hours,Yes (Go to 2.10),Sports,High,High,Very High,Quite a bit,Extremely,Extremely,Quite a bit,Extremely,Very frequently,Severely affects my studying,Take a break/rest,"Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Not nutritious - My diet is poor and not balanced.,3-4 courses
81,2,3,2,3,2,1,1,3,1,1,2,2,2,1,0,Every 30 minutes,Summarizing topics in my own words,Writing summaries or essays,Difficulty understanding the material,1-3 hours,Yes (Go to 2.10),Volunteer work,,,,,Quite a bit,,,,Occasionally,Severely affects my studying,Take a break/rest,Very good - I sleep soundly and wake up feeling refreshed.,More than 9 hours,I am not sure.,Somewhat nutritious - My diet lacks balance and variety.,5-6 courses
80,2,1,2,2,3,2,1,2,3,3,1,3,2,3,2,Every hour,Summarizing topics in my own words,Writing summaries or essays,Difficulty understanding the material,1-3 hours,Yes (Go to 2.10),"Volunteer work, Student government",High,High,High,Extremely,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Occasionally,Slightly affects my studying,Take a break/rest,"Good - I sleep well enough, but occasionally wake up feeling tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses
79,3,2,2,2,2,2,3,2,2,2,2,2,1,2,3,Every hour,Re-reading notes and textbooks,Taking practice tests or quizzes,Difficulty understanding the material,1-3 hours,No (Go to 3),Other (Please specify),,,,,,Moderately,,,Rarely,Slightly affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses
78,2,2,2,2,3,3,2,2,2,2,3,2,1,3,3,Every hour,Summarizing topics in my own words,Writing summaries or essays,Difficulty understanding the material,4-6 hours,Yes (Go to 2.10),"Clubs (e.g., debate, science)",,,,,Extremely,,,,Occasionally,Moderately affects my studying,Take a break/rest,"Average - My sleep is interrupted, and I sometimes wake up tired.",5-7 hours,Significantly - A good diet boosts my academic performance.,Very nutritious - My diet is well balanced and includes a variety of foods.,3-4 courses
77,3,3,3,2,1,1,1,3,3,3,2,3,1,3,3,Every two hours,Creating and reviewing flashcards,Writing summaries or essays,Lack of motivation,4-6 hours,Yes (Go to 2.10),Music or Arts,High,High,Very High,Quite a bit,Quite a bit,Extremely,Quite a bit,Extremely,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,More than 6 courses
76,4,1,3,2,2,2,3,0,1,2,2,3,2,2,2,Every hour,Creating and reviewing flashcards,Writing summaries or essays,Difficulty understanding the material,1-3 hours,Yes (Go to 2.10),"Clubs (e.g., debate, science)",High,,,,,,,,Rarely,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Very good - I sleep soundly and wake up feeling refreshed.,5-7 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,3-4 courses
75,3,1,3,3,3,3,2,1,1,3,2,1,2,2,1,I rarely take breaks during a study session,Summarizing topics in my own words,Writing summaries or essays,Lack of motivation,4-6 hours,Yes (Go to 2.10),Volunteer work,Very High,Moderate,High,Extremely,Moderately,Extremely,Moderately,Moderately,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,Less than 3 hours,Not at all - My diet does not affect my academics.,Not nutritious - My diet is poor and not balanced.,3-4 courses
74,4,3,3,3,3,4,4,3,3,4,3,3,3,3,2,Every two hours,Using mnemonic devices,Applying concepts to practical problems or case studies,Difficulty understanding the material,4-6 hours,Yes (Go to 2.10),Volunteer work,,,,,,,Quite a bit,,Rarely,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses
73,1,3,3,2,3,3,3,3,1,3,4,1,4,2,0,Every hour,Teaching the material to someone else,Writing summaries or essays,Lack of motivation,4-6 hours,Yes (Go to 2.10),"Music or Arts, Student government",Very High,High,Moderate,Moderately,Extremely,Quite a bit,Quite a bit,Moderately,Occasionally,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,More than 6 courses
72,3,2,1,3,2,2,3,2,1,2,1,1,2,2,3,Every hour,Creating and reviewing flashcards,Taking practice tests or quizzes,Procrastination,Less than 1 hour,Yes (Go to 2.10),Sports,,,,,,,Extremely,,Occasionally,Moderately affects my studying,Take a break/rest,Very good - I sleep soundly and wake up feeling refreshed.,7-9 hours,Significantly - A good diet boosts my academic performance.,Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses
71,5,2,3,3,2,1,4,3,1,3,3,3,4,3,2,Every two hours,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Difficulty understanding the material,4-6 hours,Yes (Go to 2.10),Student government,Very High,High,High,Quite a bit,Extremely,Quite a bit,Moderately,Moderately,Occasionally,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",Less than 3 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,3-4 courses
70,2,1,3,3,2,3,2,2,2,1,3,2,2,2,0,Every two hours,Summarizing topics in my own words,Taking practice tests or quizzes,Procrastination,Less than 1 hour,Yes (Go to 2.10),Music or Arts,,,,Quite a bit,,,,,Occasionally,Moderately affects my studying,Take a break/rest,"Good - I sleep well enough, but occasionally wake up feeling tired.",5-7 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses
69,2,1,2,2,2,2,2,1,3,2,3,2,2,2,1,Every hour,Summarizing topics in my own words,Writing summaries or essays,Difficulty understanding the material,1-3 hours,Yes (Go to 2.10),"Clubs (e.g., debate, science)",,,,,,,Quite a bit,,Occasionally,Severely affects my studying,Take a break/rest,"Good - I sleep well enough, but occasionally wake up feeling tired.",5-7 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses
68,3,3,1,3,3,2,3,2,3,2,1,3,3,3,0,Every hour,Summarizing topics in my own words,Writing summaries or essays,Lack of motivation,4-6 hours,Yes (Go to 2.10),"Clubs (e.g., debate, science)"", Volunteer work",High,Moderate,Moderate,Quite a bit,Extremely,Quite a bit,Moderately,,Occasionally,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",Less than 3 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Not nutritious - My diet is poor and not balanced.,3-4 courses
67,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,Every 30 minutes,Creating and reviewing flashcards,Taking practice tests or quizzes,"Distractions (e.g., social media, noise)",4-6 hours,Yes (Go to 2.10),Volunteer work,,,,Moderately,,,,,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",5-7 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,1-2 courses
66,1,2,3,3,2,2,3,1,3,3,4,2,3,3,1,Every hour,Summarizing topics in my own words,Writing summaries or essays,Lack of motivation,1-3 hours,Yes (Go to 2.10),"Music or Arts, Volunteer work",High,Very High,Moderate,Moderately,Quite a bit,Quite a bit,Moderately,,Very frequently,Moderately affects my studying,Seek medical advice,"Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses
65,3,1,3,3,1,2,3,3,3,1,3,1,3,3,4,Every two hours,Summarizing topics in my own words,Writing summaries or essays,Time management,More than 6 hours,Yes (Go to 2.10),"Volunteer work, Other (Please specify)",Very High,Moderate,Moderate,Moderately,Moderately,Extremely,Moderately,Moderately,Occasionally,Slightly affects my studying,Seek medical advice,"Average - My sleep is interrupted, and I sometimes wake up tired.",Less than 3 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses
64,4,2,3,2,1,2,2,1,3,2,2,2,2,2,1,Every hour,Summarizing topics in my own words,Writing summaries or essays,Difficulty understanding the material,1-3 hours,Yes (Go to 2.10),"Clubs (e.g., debate, science)",,High,,,,,,,Occasionally,Severely affects my studying,Take a break/rest,"Good - I sleep well enough, but occasionally wake up feeling tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses
63,3,3,3,1,3,1,3,2,3,1,2,3,2,3,4,Every two hours,Creating and reviewing flashcards,Writing summaries or essays,"Distractions (e.g., social media, noise)"", Difficulty understanding the material, Lack of motivation",1-3 hours,No (Go to 3),Other (Please specify),Very High,Moderate,Moderate,Extremely,Quite a bit,Moderately,Quite a bit,Quite a bit,Occasionally,Moderately affects my studying,Seek medical advice,"Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,1-2 courses
62,3,2,1,3,2,2,2,2,1,1,3,1,1,3,1,Every hour,Summarizing topics in my own words,Discussing topics with peers or instructors,Time management,1-3 hours,Yes (Go to 2.10),Volunteer work,,,,Moderately,,,,,Rarely,Slightly affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",5-7 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses
